tp,sl,window,dd,lb,n,pos,rate,recent_n,recent_rate,recent_rate_minus_be,barrier_be_precision,base_rate_minus_be,retain_n,retain_rate,convert_n,convert_rate,old1_to_0,tp_exit,hard_exit,trail_exit,timeout_exit,trail_future_tp_n,trail_future_tp_rate,stop_future_tp_n,conflict_n,pos_med_exit_min,pos_med_mae,pos_p25_mae,stop_med_mfe,proxy_mean_ret,proxy_median_ret,recent_proxy_mean_ret
1.6,0.8,60,0.2,10,1177,189,0.16057774001699235,295,0.11864406779661017,-0.13135593220338976,0.24999999999999994,-0.0894222599830076,171,0.7880184331797235,18,0.01875,46,189,545,331,112,97,0.2930513595166163,144,11,2.0,0.05607760162063369,-0.031664939420422145,0.07431800931461652,0.011095390174972557,-0.13296576575168595,-0.012278919773445605
1.6,0.8,60,0.2,15,1177,188,0.15972812234494477,295,0.11864406779661017,-0.13135593220338976,0.24999999999999994,-0.09027187765505518,170,0.783410138248848,18,0.01875,47,188,539,345,105,98,0.28405797101449276,145,11,2.0,0.06027450986533489,-0.03282148157382003,0.07716609515414286,0.011086274028336276,-0.12740471000612197,-0.012110040354107248
1.6,0.8,60,0.25,5,1177,229,0.19456244689889549,295,0.14576271186440679,-0.10423728813559316,0.24999999999999994,-0.05543755310110446,195,0.8986175115207373,34,0.035416666666666666,22,229,619,195,134,51,0.26153846153846155,104,8,2.8333333333333335,0.008886092670637113,-0.05775247966716168,0.05357598600385183,0.01409403369152244,-0.19999999999999996,-0.013510463715758843
1.6,0.8,60,0.25,10,1177,229,0.19456244689889549,295,0.14576271186440679,-0.10423728813559316,0.24999999999999994,-0.05543755310110446,195,0.8986175115207373,34,0.035416666666666666,22,229,609,210,129,52,0.24761904761904763,104,8,2.8333333333333335,0.008886092670637113,-0.05775247966716168,0.05403529055421408,0.015299503112143741,-0.19999999999999996,-0.012811324839357593
1.6,0.8,60,0.25,15,1177,227,0.19286321155480035,295,0.1423728813559322,-0.10762711864406774,0.24999999999999994,-0.05713678844519959,194,0.8940092165898618,33,0.034375,23,227,604,219,127,54,0.2465753424657534,106,8,2.75,0.008886092670637113,-0.05775247966716168,0.05629223069171485,0.01522604122803936,-0.19999999999999996,-0.013335896415302636
1.6,0.8,60,0.3,5,1177,246,0.20900594732370434,295,0.16271186440677965,-0.0872881355932203,0.24999999999999994,-0.040994052676295606,208,0.9585253456221198,38,0.03958333333333333,9,246,672,116,143,28,0.2413793103448276,88,7,3.1083333333333334,0.0,-0.05907260422787164,0.04787997077934747,0.010340381101604918,-0.19999999999999996,-0.018935588729188782
1.6,0.8,60,0.3,10,1177,244,0.20730671197960918,295,0.16271186440677965,-0.0872881355932203,0.24999999999999994,-0.04269328802039077,208,0.9585253456221198,36,0.0375,9,244,664,130,139,30,0.23076923076923078,90,7,3.091666666666667,0.002168483911301866,-0.05775247966716168,0.04868711446006624,0.010307965798566287,-0.19999999999999996,-0.017734130285519404
1.6,0.8,60,0.3,15,1177,243,0.2064570943075616,295,0.15932203389830507,-0.09067796610169487,0.24999999999999994,-0.04354290569243835,207,0.9539170506912442,36,0.0375,10,243,657,140,137,31,0.22142857142857142,91,7,3.0833333333333335,0.004336967822603732,-0.05775247966716168,0.049554010369593504,0.01041485445666849,-0.19999999999999996,-0.01882166786957953
1.6,0.8,90,,,1177,276,0.2344944774851317,295,0.19661016949152543,-0.05338983050847451,0.24999999999999994,-0.015505522514868253,217,1.0,59,0.06145833333333333,0,276,786,0,115,0,0.0,80,5,3.8916666666666666,-0.0035337517023457665,-0.07692401426155071,0.04186486502545639,0.0076204563631714975,-0.19999999999999996,-0.018590913342646263
1.6,0.8,90,0.2,5,1177,201,0.1707731520815633,295,0.12542372881355932,-0.12457627118644063,0.24999999999999994,-0.07922684791843665,174,0.8018433179723502,27,0.028125,43,201,572,315,89,98,0.3111111111111111,154,11,2.2333333333333334,0.03244360952787595,-0.03976395876277994,0.07242869477676761,0.012511769388437018,-0.16483687876451192,-0.00938399124102993
1.6,0.8,90,0.2,10,1177,196,0.16652506372132542,295,0.12542372881355932,-0.12457627118644063,0.24999999999999994,-0.08347493627867453,171,0.7880184331797235,25,0.026041666666666668,46,196,555,343,83,105,0.30612244897959184,159,11,2.1333333333333337,0.04347399403172536,-0.03723598200446365,0.075690340994361,0.012422136985275854,-0.14785236453656125,-0.007718422817689938
1.6,0.8,90,0.2,15,1177,194,0.16482582837723025,295,0.12203389830508475,-0.12796610169491518,0.24999999999999994,-0.08517417162276969,170,0.783410138248848,24,0.025,47,194,547,358,78,107,0.2988826815642458,161,11,2.05,0.046485370780525725,-0.035579352240399764,0.07770475504377816,0.01221844162194134,-0.14250321058216253,-0.008239618520575472
